start,status,timestamp,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,humid1,humid2,humid3,humid4,humid5,humid6,humid7,humid8,tempcomb,humidcomb,wind,raina,rain,stop
$1,1,2017-09-03 00:00:50.817106,,,,,,,,,,,,,,,,,11.8,72,0.0,371,1,0
$1,1,2017-09-03 00:03:23.289059,,,,,,,,,,,,,,,,,11.7,72,0.0,371,1,0
$1,1,2017-09-03 00:05:55.806839,,,,,,,,,,,,,,,,,11.7,72,0.0,371,1,0
$1,1,2017-09-03 00:08:28.317325,,,,,,,,,,,,,,,,,11.7,72,0.0,371,1,0
$1,1,2017-09-03 00:11:00.836359,,,,,,,,,,,,,,,,,11.6,72,0.0,371,1,0
$1,1,2017-09-03 00:13:33.371679,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 00:16:05.839624,,,,,,,,,,,,,,,,,11.5,73,0.0,371,1,0
$1,1,2017-09-03 00:18:38.439617,,,,,,,,,,,,,,,,,11.5,73,0.0,371,1,0
$1,1,2017-09-03 00:21:10.915661,,,,,,,,,,,,,,,,,11.5,73,0.0,371,1,0
$1,1,2017-09-03 00:23:43.417697,,,,,,,,,,,,,,,,,11.5,73,0.0,371,1,0
$1,1,2017-09-03 00:26:15.894925,,,,,,,,,,,,,,,,,11.5,73,0.0,371,1,0
$1,1,2017-09-03 00:28:48.383325,,,,,,,,,,,,,,,,,11.5,73,0.0,371,1,0
$1,1,2017-09-03 00:31:20.913130,,,,,,,,,,,,,,,,,11.5,73,0.0,371,1,0
$1,1,2017-09-03 00:36:25.916278,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 00:38:58.439416,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 00:41:30.939571,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 00:44:03.440576,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 00:46:36.031228,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 00:49:08.441721,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 00:51:40.960415,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 00:54:13.479324,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 00:56:45.981206,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 00:59:18.475879,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 01:01:50.999884,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 01:04:23.520003,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 01:06:56.083797,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 01:09:28.541359,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 01:12:01.024705,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 01:17:06.201349,,,,,,,,,,,,,,,,,11.7,73,0.0,371,1,0
$1,1,2017-09-03 01:19:38.543393,,,,,,,,,,,,,,,,,11.7,73,0.0,371,1,0
$1,1,2017-09-03 01:22:11.099908,,,,,,,,,,,,,,,,,11.7,73,0.0,371,1,0
$1,1,2017-09-03 01:24:43.564837,,,,,,,,,,,,,,,,,11.7,73,0.0,371,1,0
$1,1,2017-09-03 01:29:48.583659,,,,,,,,,,,,,,,,,11.7,73,0.0,371,1,0
$1,1,2017-09-03 01:32:21.125273,,,,,,,,,,,,,,,,,11.7,73,0.0,371,1,0
$1,1,2017-09-03 01:34:53.628623,,,,,,,,,,,,,,,,,11.7,73,0.0,371,1,0
$1,1,2017-09-03 01:37:26.148934,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 01:42:31.150494,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 01:50:08.650849,,,,,,,,,,,,,,,,,11.6,73,0.0,371,1,0
$1,1,2017-09-03 01:57:46.187595,,,,,,,,,,,,,,,,,11.4,73,0.0,371,1,0
$1,1,2017-09-03 02:02:51.248833,,,,,,,,,,,,,,,,,11.3,73,0.0,371,1,0
$1,1,2017-09-03 02:07:56.208324,,,,,,,,,,,,,,,,,11.2,73,0.0,371,1,0
$1,1,2017-09-03 02:13:01.253781,,,,,,,,,,,,,,,,,11.2,73,0.0,371,1,0
$1,1,2017-09-03 02:18:06.276985,,,,,,,,,,,,,,,,,11.2,73,0.0,371,1,0
$1,1,2017-09-03 02:23:11.276672,,,,,,,,,,,,,,,,,11.2,73,0.0,372,1,0
$1,1,2017-09-03 02:28:16.281691,,,,,,,,,,,,,,,,,11.2,73,0.0,372,0,0
$1,1,2017-09-03 02:33:21.296514,,,,,,,,,,,,,,,,,11.3,73,0.0,372,0,0
$1,1,2017-09-03 02:38:26.378014,,,,,,,,,,,,,,,,,11.3,73,0.0,372,0,0
$1,1,2017-09-03 02:40:58.874934,,,,,,,,,,,,,,,,,11.3,73,0.0,372,0,0
