start,status,timestamp,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,humid1,humid2,humid3,humid4,humid5,humid6,humid7,humid8,tempcomb,humidcomb,wind,raina,rain,stop
$1,1,2017-08-16 00:27:35.071103,,,,,,,,,,,,,,,,,20.8,66,0.0,276,0,0
$1,1,2017-08-16 00:32:40.066371,,,,,,,,,,,,,,,,,20.6,67,0.0,276,0,0
$1,1,2017-08-16 00:35:12.601827,,,,,,,,,,,,,,,,,20.5,68,0.0,276,0,0
$1,1,2017-08-16 00:37:45.122204,,,,,,,,,,,,,,,,,20.4,68,0.0,276,0,0
$1,1,2017-08-16 00:53:00.169264,,,,,,,,,,,,,,,,,20.0,68,0.0,276,0,0
$1,1,2017-08-16 00:58:05.160541,,,,,,,,,,,,,,,,,20.0,68,0.0,276,0,0
$1,1,2017-08-16 01:51:27.810131,,,,,,,,,,,,,,,,,18.7,69,0.0,276,0,0
