start,status,timestamp,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,humid1,humid2,humid3,humid4,humid5,humid6,humid7,humid8,tempcomb,humidcomb,wind,raina,rain,stop
$1,1,2018-03-05 05:51:24.598775,,,,,,,,,,,,,,,,,3.3,73,0.0,2138,0,0
$1,1,2018-03-05 06:11:44.681172,,,,,,,,,,,,,,,,,2.9,73,0.0,2138,0,0
$1,1,2018-03-05 06:14:17.251993,,,,,,,,,,,,,,,,,2.9,73,0.0,2138,0,0
$1,1,2018-03-05 06:24:27.322981,,,,,,,,,,,,,,,,,2.9,73,0.0,2138,0,0
$1,1,2018-03-05 06:26:59.769493,,,,,,,,,,,,,,,,,3.0,73,0.0,2138,0,0
$1,1,2018-03-05 06:57:29.874071,,,,,,,,,,,,,,,,,2.7,73,0.0,2138,0,0
$1,1,2018-03-05 07:00:02.385350,,,,,,,,,,,,,,,,,2.5,73,0.0,2138,0,0
$1,1,2018-03-05 07:02:34.943724,,,,,,,,,,,,,,,,,2.6,73,0.0,2138,0,0
$1,1,2018-03-05 07:05:07.399563,,,,,,,,,,,,,,,,,2.7,73,0.0,2138,0,0
$1,1,2018-03-05 07:10:12.448731,,,,,,,,,,,,,,,,,2.9,73,0.0,2138,0,0
$1,1,2018-03-05 07:15:17.463978,,,,,,,,,,,,,,,,,2.8,73,0.0,2138,0,0
$1,1,2018-03-05 07:28:00.026841,,,,,,,,,,,,,,,,,2.8,73,0.0,2138,0,0
$1,1,2018-03-05 07:40:42.568038,,,,,,,,,,,,,,,,,2.7,73,0.0,2138,0,0
$1,1,2018-03-05 07:48:20.212878,,,,,,,,,,,,,,,,,2.7,73,0.0,2138,0,0
$1,1,2018-03-05 07:50:52.615410,,,,,,,,,,,,,,,,,2.6,73,0.0,2138,0,0
$1,1,2018-03-05 08:01:02.670233,,,,,,,,,,,,,,,,,3.0,73,0.0,2138,0,0
$1,1,2018-03-05 08:06:07.668652,,,,,,,,,,,,,,,,,3.1,72,0.0,2138,0,0
$1,1,2018-03-05 08:08:40.185453,,,,,,,,,,,,,,,,,3.3,72,0.0,2138,0,0
