start,status,timestamp,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,humid1,humid2,humid3,humid4,humid5,humid6,humid7,humid8,tempcomb,humidcomb,wind,raina,rain,stop
$1,1,2017-07-24 00:00:12.005196,,,,,,,,,,,,,,,,,18.0,65,0.0,298,0,0
$1,1,2017-07-24 00:02:44.510957,,,,,,,,,,,,,,,,,18.0,65,0.0,298,0,0
$1,1,2017-07-24 00:05:16.996975,,,,,,,,,,,,,,,,,18.0,65,0.0,298,0,0
$1,1,2017-07-24 00:07:49.503340,,,,,,,,,,,,,,,,,18.0,65,0.0,298,0,0
$1,1,2017-07-24 00:10:22.014149,,,,,,,,,,,,,,,,,17.9,65,0.0,298,0,0
$1,1,2017-07-24 00:15:27.033434,,,,,,,,,,,,,,,,,17.9,65,0.0,298,0,0
$1,1,2017-07-24 00:17:59.570250,,,,,,,,,,,,,,,,,17.9,65,0.0,298,0,0
$1,1,2017-07-24 00:20:32.046447,,,,,,,,,,,,,,,,,17.9,64,0.0,298,0,0
$1,1,2017-07-24 00:23:04.586674,,,,,,,,,,,,,,,,,17.9,64,0.0,298,0,0
$1,1,2017-07-24 00:25:37.056480,,,,,,,,,,,,,,,,,17.8,64,0.0,298,0,0
$1,1,2017-07-24 00:28:09.630338,,,,,,,,,,,,,,,,,17.8,64,0.0,298,0,0
$1,1,2017-07-24 00:30:42.074314,,,,,,,,,,,,,,,,,17.9,64,0.0,298,0,0
$1,1,2017-07-24 00:33:14.592240,,,,,,,,,,,,,,,,,17.9,64,0.0,298,0,0
$1,1,2017-07-24 00:35:47.124518,,,,,,,,,,,,,,,,,17.9,63,0.0,298,0,0
$1,1,2017-07-24 00:40:52.150460,,,,,,,,,,,,,,,,,17.9,63,0.0,298,0,0
$1,1,2017-07-24 00:43:24.646288,,,,,,,,,,,,,,,,,18.0,63,0.0,298,0,0
$1,1,2017-07-24 00:45:57.141238,,,,,,,,,,,,,,,,,18.0,63,0.0,298,0,0
$1,1,2017-07-24 00:48:29.651477,,,,,,,,,,,,,,,,,18.0,63,0.0,298,0,0
$1,1,2017-07-24 00:51:02.153683,,,,,,,,,,,,,,,,,18.0,63,0.0,298,0,0
$1,1,2017-07-24 00:53:34.681066,,,,,,,,,,,,,,,,,18.0,63,0.0,298,0,0
$1,1,2017-07-24 00:56:07.172803,,,,,,,,,,,,,,,,,18.0,63,0.0,298,0,0
$1,1,2017-07-24 00:58:39.695380,,,,,,,,,,,,,,,,,18.0,63,0.0,298,0,0
$1,1,2017-07-24 01:01:12.207455,,,,,,,,,,,,,,,,,18.0,63,0.0,298,0,0
$1,1,2017-07-24 01:03:44.696002,,,,,,,,,,,,,,,,,18.0,63,0.0,298,0,0
$1,1,2017-07-24 01:06:17.192166,,,,,,,,,,,,,,,,,17.9,63,0.0,298,0,0
$1,1,2017-07-24 01:08:49.697900,,,,,,,,,,,,,,,,,17.9,63,0.0,298,0,0
$1,1,2017-07-24 01:11:22.267055,,,,,,,,,,,,,,,,,17.8,63,0.0,298,0,0
$1,1,2017-07-24 01:13:54.834487,,,,,,,,,,,,,,,,,17.8,63,0.0,298,0,0
$1,1,2017-07-24 01:16:27.274670,,,,,,,,,,,,,,,,,17.8,63,0.0,298,0,0
$1,1,2017-07-24 01:21:32.239361,,,,,,,,,,,,,,,,,17.7,64,0.0,298,0,0
$1,1,2017-07-24 01:24:04.787754,,,,,,,,,,,,,,,,,17.7,64,0.0,298,0,0
$1,1,2017-07-24 01:26:37.257499,,,,,,,,,,,,,,,,,17.6,64,0.0,298,0,0
$1,1,2017-07-24 01:29:09.777727,,,,,,,,,,,,,,,,,17.6,64,0.0,298,0,0
$1,1,2017-07-24 01:31:42.289667,,,,,,,,,,,,,,,,,17.6,64,0.0,298,0,0
$1,1,2017-07-24 01:34:14.777787,,,,,,,,,,,,,,,,,17.6,64,0.0,298,0,0
$1,1,2017-07-24 01:36:47.291655,,,,,,,,,,,,,,,,,17.6,64,0.0,298,0,0
$1,1,2017-07-24 01:39:19.816892,,,,,,,,,,,,,,,,,17.6,64,0.0,298,0,0
$1,1,2017-07-24 01:41:52.310615,,,,,,,,,,,,,,,,,17.6,64,0.0,298,0,0
