start,status,timestamp,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,humid1,humid2,humid3,humid4,humid5,humid6,humid7,humid8,tempcomb,humidcomb,wind,raina,rain,stop
$1,1,2019-01-12 00:01:44.790112,,,,,,,,,,,,,,,,,0.4,79,0.0,2792,0,0
$1,1,2019-01-12 00:06:49.793269,,,,,,,,,,,,,,,,,0.4,79,0.0,2792,0,0
$1,1,2019-01-12 00:09:22.268739,,,,,,,,,,,,,,,,,0.4,79,0.0,2792,0,0
$1,1,2019-01-12 00:11:54.853489,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 00:14:27.329722,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 00:16:59.846805,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 00:19:32.368382,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 00:22:04.813668,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 00:24:37.332233,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 00:27:09.889744,,,,,,,,,,,,,,,,,0.4,79,0.0,2792,0,0
$1,1,2019-01-12 00:29:42.355629,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 00:32:14.902507,,,,,,,,,,,,,,,,,0.4,79,0.0,2792,0,0
$1,1,2019-01-12 00:34:47.361422,,,,,,,,,,,,,,,,,0.4,79,0.0,2792,0,0
$1,1,2019-01-12 00:37:19.897100,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 00:39:52.438604,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 00:42:24.927349,,,,,,,,,,,,,,,,,0.5,79,0.2,2792,0,0
$1,1,2019-01-12 00:47:29.977662,,,,,,,,,,,,,,,,,0.5,79,0.2,2792,0,0
$1,1,2019-01-12 00:50:02.433363,,,,,,,,,,,,,,,,,0.5,79,0.5,2792,0,0
$1,1,2019-01-12 00:52:35.035938,,,,,,,,,,,,,,,,,0.5,79,0.2,2792,0,0
$1,1,2019-01-12 00:55:07.485356,,,,,,,,,,,,,,,,,0.5,79,0.5,2792,0,0
$1,1,2019-01-12 00:57:39.993772,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 01:00:12.518051,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 01:02:45.022003,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 01:05:17.565291,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 01:07:50.074239,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 01:10:22.528448,,,,,,,,,,,,,,,,,0.5,79,0.5,2792,0,0
$1,1,2019-01-12 01:12:55.057825,,,,,,,,,,,,,,,,,0.5,79,0.5,2792,0,0
$1,1,2019-01-12 01:15:27.588950,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 01:18:00.114891,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 01:20:32.585115,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 01:23:05.108773,,,,,,,,,,,,,,,,,0.5,79,0.0,2792,0,0
$1,1,2019-01-12 01:28:10.151217,,,,,,,,,,,,,,,,,0.6,79,0.2,2792,0,0
$1,1,2019-01-12 01:30:42.635162,,,,,,,,,,,,,,,,,0.6,79,0.2,2792,0,0
$1,1,2019-01-12 01:33:15.118847,,,,,,,,,,,,,,,,,0.6,79,0.5,2792,0,0
$1,1,2019-01-12 01:35:47.688369,,,,,,,,,,,,,,,,,0.6,79,0.8,2792,0,0
