start,status,timestamp,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,humid1,humid2,humid3,humid4,humid5,humid6,humid7,humid8,tempcomb,humidcomb,wind,raina,rain,stop
$1,1,2018-04-09 00:01:27.528615,,,,,,,,,,,,,,,,,14.0,60,0.0,2173,0,0
$1,1,2018-04-09 00:04:00.008420,,,,,,,,,,,,,,,,,14.0,60,0.0,2173,0,0
$1,1,2018-04-09 00:06:32.544002,,,,,,,,,,,,,,,,,14.0,59,0.0,2173,0,0
$1,1,2018-04-09 00:09:05.027191,,,,,,,,,,,,,,,,,14.0,60,0.0,2173,0,0
$1,1,2018-04-09 00:11:37.570689,,,,,,,,,,,,,,,,,14.0,60,0.0,2173,0,0
$1,1,2018-04-09 00:14:10.084024,,,,,,,,,,,,,,,,,13.9,60,0.0,2173,0,0
$1,1,2018-04-09 00:16:42.537017,,,,,,,,,,,,,,,,,13.9,59,0.0,2173,0,0
$1,1,2018-04-09 00:19:15.126544,,,,,,,,,,,,,,,,,13.9,60,0.0,2173,0,0
$1,1,2018-04-09 00:21:47.561377,,,,,,,,,,,,,,,,,14.0,59,0.0,2173,0,0
$1,1,2018-04-09 00:24:20.131282,,,,,,,,,,,,,,,,,14.0,59,0.0,2173,0,0
$1,1,2018-04-09 00:26:52.612087,,,,,,,,,,,,,,,,,13.9,59,0.0,2173,0,0
$1,1,2018-04-09 00:29:25.086803,,,,,,,,,,,,,,,,,13.8,59,0.0,2173,0,0
$1,1,2018-04-09 00:31:57.628856,,,,,,,,,,,,,,,,,13.8,60,0.0,2173,0,0
$1,1,2018-04-09 00:34:30.112916,,,,,,,,,,,,,,,,,13.7,60,0.0,2173,0,0
$1,1,2018-04-09 00:37:02.672330,,,,,,,,,,,,,,,,,13.6,60,0.0,2173,0,0
$1,1,2018-04-09 00:42:07.639708,,,,,,,,,,,,,,,,,13.5,61,0.0,2173,0,0
$1,1,2018-04-09 00:44:40.171795,,,,,,,,,,,,,,,,,13.5,61,0.0,2173,0,0
$1,1,2018-04-09 00:47:12.643415,,,,,,,,,,,,,,,,,13.4,61,0.0,2173,0,0
$1,1,2018-04-09 00:49:45.202996,,,,,,,,,,,,,,,,,13.4,61,0.0,2173,0,0
$1,1,2018-04-09 00:52:17.675223,,,,,,,,,,,,,,,,,13.2,61,0.0,2173,0,0
$1,1,2018-04-09 00:54:50.178861,,,,,,,,,,,,,,,,,13.2,62,0.0,2173,0,0
$1,1,2018-04-09 00:57:22.729170,,,,,,,,,,,,,,,,,13.0,62,0.0,2173,0,0
$1,1,2018-04-09 00:59:55.207296,,,,,,,,,,,,,,,,,12.9,62,0.0,2173,0,0
$1,1,2018-04-09 01:02:27.686292,,,,,,,,,,,,,,,,,12.8,62,0.0,2173,0,0
$1,1,2018-04-09 01:05:00.208582,,,,,,,,,,,,,,,,,13.0,62,0.0,2173,0,0
$1,1,2018-04-09 01:07:32.739005,,,,,,,,,,,,,,,,,13.0,61,0.0,2173,0,0
$1,1,2018-04-09 01:10:05.217727,,,,,,,,,,,,,,,,,13.0,62,0.0,2173,0,0
$1,1,2018-04-09 01:12:37.724137,,,,,,,,,,,,,,,,,13.0,62,0.0,2173,0,0
$1,1,2018-04-09 01:15:10.248717,,,,,,,,,,,,,,,,,12.9,62,0.0,2173,0,0
$1,1,2018-04-09 01:17:42.746962,,,,,,,,,,,,,,,,,12.8,62,0.0,2173,0,0
$1,1,2018-04-09 01:22:47.777205,,,,,,,,,,,,,,,,,12.7,62,0.0,2173,0,0
$1,1,2018-04-09 01:25:20.281616,,,,,,,,,,,,,,,,,12.6,63,0.0,2173,0,0
$1,1,2018-04-09 01:27:52.789174,,,,,,,,,,,,,,,,,12.6,63,0.0,2173,0,0
$1,1,2018-04-09 01:30:25.347832,,,,,,,,,,,,,,,,,12.5,63,0.0,2173,0,0
$1,1,2018-04-09 01:32:57.789459,,,,,,,,,,,,,,,,,12.4,63,0.0,2173,0,0
$1,1,2018-04-09 01:35:30.301198,,,,,,,,,,,,,,,,,12.4,63,0.0,2173,0,0
$1,1,2018-04-09 01:38:02.818679,,,,,,,,,,,,,,,,,12.4,63,0.0,2173,0,0
$1,1,2018-04-09 01:40:35.318752,,,,,,,,,,,,,,,,,12.3,63,0.0,2173,0,0
$1,1,2018-04-09 01:43:07.920606,,,,,,,,,,,,,,,,,12.2,63,0.0,2173,0,0
$1,1,2018-04-09 01:45:40.345620,,,,,,,,,,,,,,,,,12.2,63,0.0,2173,0,0
$1,1,2018-04-09 01:48:12.841438,,,,,,,,,,,,,,,,,12.2,63,0.0,2173,0,0
$1,1,2018-04-09 01:50:45.392534,,,,,,,,,,,,,,,,,12.2,63,0.0,2173,0,0
$1,1,2018-04-09 01:53:17.891823,,,,,,,,,,,,,,,,,12.1,63,0.0,2173,0,0
$1,1,2018-04-09 01:55:50.376156,,,,,,,,,,,,,,,,,12.1,64,0.0,2173,0,0
$1,1,2018-04-09 01:58:22.917383,,,,,,,,,,,,,,,,,12.1,64,0.0,2173,0,0
$1,1,2018-04-09 02:03:27.895798,,,,,,,,,,,,,,,,,12.1,64,0.0,2173,0,0
$1,1,2018-04-09 02:06:00.415369,,,,,,,,,,,,,,,,,12.1,63,0.0,2173,0,0
$1,1,2018-04-09 02:08:32.943136,,,,,,,,,,,,,,,,,12.1,63,0.0,2173,0,0
$1,1,2018-04-09 02:11:05.424927,,,,,,,,,,,,,,,,,12.1,63,0.0,2173,0,0
$1,1,2018-04-09 02:13:37.944347,,,,,,,,,,,,,,,,,12.0,64,0.0,2173,0,0
$1,1,2018-04-09 02:16:10.473441,,,,,,,,,,,,,,,,,11.9,64,0.0,2173,0,0
$1,1,2018-04-09 02:18:42.948319,,,,,,,,,,,,,,,,,11.9,64,0.0,2173,0,0
